path,role,action,reason,size,ext,module,imported_by
Archive/release_history_3g3/RELEASE_NOTES_v0.5.0_drop3a.md,RUNTIME_OR_ARTIFACT,ARCHIVE_ALREADY,Already under Archive; exclude from active engineering surface.,431,.md,,
Archive/release_history_3g3/RELEASE_NOTES_v0.5.0_drop3c.md,RUNTIME_OR_ARTIFACT,ARCHIVE_ALREADY,Already under Archive; exclude from active engineering surface.,633,.md,,
Archive/release_history_3g3/RELEASE_NOTES_v0.5.0_drop3d.md,RUNTIME_OR_ARTIFACT,ARCHIVE_ALREADY,Already under Archive; exclude from active engineering surface.,980,.md,,
Archive/release_history_3g3/RELEASE_NOTES_v0.5.0_drop3e1.md,RUNTIME_OR_ARTIFACT,ARCHIVE_ALREADY,Already under Archive; exclude from active engineering surface.,720,.md,,
Archive/release_history_3g3/RELEASE_NOTES_v0.5.0_drop3e2.md,RUNTIME_OR_ARTIFACT,ARCHIVE_ALREADY,Already under Archive; exclude from active engineering surface.,881,.md,,
Archive/release_history_3g3/RELEASE_NOTES_v0.5.0_drop3e3.md,RUNTIME_OR_ARTIFACT,ARCHIVE_ALREADY,Already under Archive; exclude from active engineering surface.,783,.md,,
Archive/release_history_3g3/Release_Notes_v0.4.3.md,RUNTIME_OR_ARTIFACT,ARCHIVE_ALREADY,Already under Archive; exclude from active engineering surface.,1472,.md,,
Archive/retired_configuration_examples_20260618/README.md,RUNTIME_OR_ARTIFACT,ARCHIVE_ALREADY,Already under Archive; exclude from active engineering surface.,361,.md,,
Archive/retired_configuration_examples_20260618/config.example.player_stats.json,RUNTIME_OR_ARTIFACT,ARCHIVE_ALREADY,Already under Archive; exclude from active engineering surface.,96,.json,,
Archive/retired_configuration_examples_20260618/config.example.provider_completion.json,RUNTIME_OR_ARTIFACT,ARCHIVE_ALREADY,Already under Archive; exclude from active engineering surface.,523,.json,,
Archive/retired_fantrax_legacy_endpoints_20260618/README.md,RUNTIME_OR_ARTIFACT,ARCHIVE_ALREADY,Already under Archive; exclude from active engineering surface.,678,.md,,
Archive/retired_fantrax_legacy_endpoints_20260618/draft_picks.json,RUNTIME_OR_ARTIFACT,ARCHIVE_ALREADY,Already under Archive; exclude from active engineering surface.,148,.json,,
Archive/retired_fantrax_legacy_endpoints_20260618/fetch_draft_picks.py,RUNTIME_OR_ARTIFACT,ARCHIVE_ALREADY,Already under Archive; exclude from active engineering surface.,776,.py,Archive.retired_fantrax_legacy_endpoints_20260618.fetch_draft_picks,0
Archive/retired_fantrax_legacy_endpoints_20260618/fetch_players.py,RUNTIME_OR_ARTIFACT,ARCHIVE_ALREADY,Already under Archive; exclude from active engineering surface.,775,.py,Archive.retired_fantrax_legacy_endpoints_20260618.fetch_players,0
Archive/retired_fantrax_legacy_endpoints_20260618/fetch_rosters.py,RUNTIME_OR_ARTIFACT,ARCHIVE_ALREADY,Already under Archive; exclude from active engineering surface.,765,.py,Archive.retired_fantrax_legacy_endpoints_20260618.fetch_rosters,0
Archive/retired_fantrax_legacy_endpoints_20260618/player_ids.json,RUNTIME_OR_ARTIFACT,ARCHIVE_ALREADY,Already under Archive; exclude from active engineering surface.,143,.json,,
Archive/retired_fantrax_legacy_endpoints_20260618/team_rosters.json,RUNTIME_OR_ARTIFACT,ARCHIVE_ALREADY,Already under Archive; exclude from active engineering surface.,142,.json,,
Archive/runtime_quarantine/nested_athena_20260622_002814/CHANGE_MANIFEST_v0.5.0_drop4e14_scout_fantasy_routing_ux.md,RUNTIME_OR_ARTIFACT,ARCHIVE_ALREADY,Already under Archive; exclude from active engineering surface.,1188,.md,,
Archive/runtime_quarantine/nested_athena_20260622_002814/CHANGE_MANIFEST_v0.5.0_drop4e6_scout_js_binding_hotfix.md,RUNTIME_OR_ARTIFACT,ARCHIVE_ALREADY,Already under Archive; exclude from active engineering surface.,695,.md,,
Archive/runtime_quarantine/nested_athena_20260622_002814/__init__.py,RUNTIME_OR_ARTIFACT,ARCHIVE_ALREADY,Already under Archive; exclude from active engineering surface.,877,.py,Archive.runtime_quarantine.nested_athena_20260622_002814,0
Archive/runtime_quarantine/nested_athena_20260622_002814/capabilities.py,RUNTIME_OR_ARTIFACT,ARCHIVE_ALREADY,Already under Archive; exclude from active engineering surface.,12954,.py,Archive.runtime_quarantine.nested_athena_20260622_002814.capabilities,0
Archive/runtime_quarantine/nested_athena_20260622_002814/connect.py,RUNTIME_OR_ARTIFACT,ARCHIVE_ALREADY,Already under Archive; exclude from active engineering surface.,9431,.py,Archive.runtime_quarantine.nested_athena_20260622_002814.connect,0
Archive/runtime_quarantine/nested_athena_20260622_002814/debug_export.py,RUNTIME_OR_ARTIFACT,ARCHIVE_ALREADY,Already under Archive; exclude from active engineering surface.,10282,.py,Archive.runtime_quarantine.nested_athena_20260622_002814.debug_export,0
Archive/runtime_quarantine/nested_athena_20260622_002814/exceptions.py,RUNTIME_OR_ARTIFACT,ARCHIVE_ALREADY,Already under Archive; exclude from active engineering surface.,802,.py,Archive.runtime_quarantine.nested_athena_20260622_002814.exceptions,0
Archive/runtime_quarantine/nested_athena_20260622_002814/operation_result.py,RUNTIME_OR_ARTIFACT,ARCHIVE_ALREADY,Already under Archive; exclude from active engineering surface.,2686,.py,Archive.runtime_quarantine.nested_athena_20260622_002814.operation_result,0
Archive/runtime_quarantine/nested_athena_20260622_002814/orchestrator.py,RUNTIME_OR_ARTIFACT,ARCHIVE_ALREADY,Already under Archive; exclude from active engineering surface.,2574,.py,Archive.runtime_quarantine.nested_athena_20260622_002814.orchestrator,0
Archive/runtime_quarantine/nested_athena_20260622_002814/status.py,RUNTIME_OR_ARTIFACT,ARCHIVE_ALREADY,Already under Archive; exclude from active engineering surface.,4079,.py,Archive.runtime_quarantine.nested_athena_20260622_002814.status,0
Archive/runtime_quarantine/nested_athena_20260622_002814/sync.py,RUNTIME_OR_ARTIFACT,ARCHIVE_ALREADY,Already under Archive; exclude from active engineering surface.,28843,.py,Archive.runtime_quarantine.nested_athena_20260622_002814.sync,0
Archive/runtime_quarantine/nested_athena_20260622_002814/workspace.py,RUNTIME_OR_ARTIFACT,ARCHIVE_ALREADY,Already under Archive; exclude from active engineering surface.,7485,.py,Archive.runtime_quarantine.nested_athena_20260622_002814.workspace,0
Archive/runtime_quarantine/nested_athena_20260622_172902/CHANGE_MANIFEST_v0.5.0_drop4e14_scout_fantasy_routing_ux.md,RUNTIME_OR_ARTIFACT,ARCHIVE_ALREADY,Already under Archive; exclude from active engineering surface.,1188,.md,,
Archive/runtime_quarantine/nested_athena_20260622_172902/CHANGE_MANIFEST_v0.5.0_drop4e6_scout_js_binding_hotfix.md,RUNTIME_OR_ARTIFACT,ARCHIVE_ALREADY,Already under Archive; exclude from active engineering surface.,695,.md,,
Archive/runtime_quarantine/nested_athena_20260622_172902/__init__.py,RUNTIME_OR_ARTIFACT,ARCHIVE_ALREADY,Already under Archive; exclude from active engineering surface.,877,.py,Archive.runtime_quarantine.nested_athena_20260622_172902,0
Archive/runtime_quarantine/nested_athena_20260622_172902/capabilities.py,RUNTIME_OR_ARTIFACT,ARCHIVE_ALREADY,Already under Archive; exclude from active engineering surface.,12954,.py,Archive.runtime_quarantine.nested_athena_20260622_172902.capabilities,0
Archive/runtime_quarantine/nested_athena_20260622_172902/connect.py,RUNTIME_OR_ARTIFACT,ARCHIVE_ALREADY,Already under Archive; exclude from active engineering surface.,9431,.py,Archive.runtime_quarantine.nested_athena_20260622_172902.connect,0
Archive/runtime_quarantine/nested_athena_20260622_172902/debug_export.py,RUNTIME_OR_ARTIFACT,ARCHIVE_ALREADY,Already under Archive; exclude from active engineering surface.,10282,.py,Archive.runtime_quarantine.nested_athena_20260622_172902.debug_export,0
Archive/runtime_quarantine/nested_athena_20260622_172902/exceptions.py,RUNTIME_OR_ARTIFACT,ARCHIVE_ALREADY,Already under Archive; exclude from active engineering surface.,802,.py,Archive.runtime_quarantine.nested_athena_20260622_172902.exceptions,0
Archive/runtime_quarantine/nested_athena_20260622_172902/operation_result.py,RUNTIME_OR_ARTIFACT,ARCHIVE_ALREADY,Already under Archive; exclude from active engineering surface.,2686,.py,Archive.runtime_quarantine.nested_athena_20260622_172902.operation_result,0
Archive/runtime_quarantine/nested_athena_20260622_172902/orchestrator.py,RUNTIME_OR_ARTIFACT,ARCHIVE_ALREADY,Already under Archive; exclude from active engineering surface.,2574,.py,Archive.runtime_quarantine.nested_athena_20260622_172902.orchestrator,0
Archive/runtime_quarantine/nested_athena_20260622_172902/status.py,RUNTIME_OR_ARTIFACT,ARCHIVE_ALREADY,Already under Archive; exclude from active engineering surface.,4079,.py,Archive.runtime_quarantine.nested_athena_20260622_172902.status,0
Archive/runtime_quarantine/nested_athena_20260622_172902/sync.py,RUNTIME_OR_ARTIFACT,ARCHIVE_ALREADY,Already under Archive; exclude from active engineering surface.,28843,.py,Archive.runtime_quarantine.nested_athena_20260622_172902.sync,0
Archive/runtime_quarantine/nested_athena_20260622_172902/workspace.py,RUNTIME_OR_ARTIFACT,ARCHIVE_ALREADY,Already under Archive; exclude from active engineering surface.,7485,.py,Archive.runtime_quarantine.nested_athena_20260622_172902.workspace,0
Athena/CHANGE_MANIFEST_v0.5.0_drop4e14_scout_fantasy_routing_ux.md,DOC,ARCHIVE_CANDIDATE,Historical change manifest at repository root; useful history but noisy active surface.,1188,.md,,
Athena/CHANGE_MANIFEST_v0.5.0_drop4e40_comparison_reasoning_engine.md,DOC,ARCHIVE_CANDIDATE,Historical change manifest at repository root; useful history but noisy active surface.,1828,.md,,
Athena/CHANGE_MANIFEST_v0.5.0_drop4e6_scout_js_binding_hotfix.md,DOC,ARCHIVE_CANDIDATE,Historical change manifest at repository root; useful history but noisy active surface.,695,.md,,
CHANGE_MANIFEST_v0.5.0_drop4a1.md,DOC,ARCHIVE_CANDIDATE,Historical change manifest at repository root; useful history but noisy active surface.,1746,.md,,
CHANGE_MANIFEST_v0.5.0_drop4a2.md,DOC,ARCHIVE_CANDIDATE,Historical change manifest at repository root; useful history but noisy active surface.,836,.md,,
CHANGE_MANIFEST_v0.5.0_drop4a3.md,DOC,ARCHIVE_CANDIDATE,Historical change manifest at repository root; useful history but noisy active surface.,1173,.md,,
CHANGE_MANIFEST_v0.5.0_drop4a4.md,DOC,ARCHIVE_CANDIDATE,Historical change manifest at repository root; useful history but noisy active surface.,1655,.md,,
CHANGE_MANIFEST_v0.5.0_drop4a5.md,DOC,ARCHIVE_CANDIDATE,Historical change manifest at repository root; useful history but noisy active surface.,1371,.md,,
CHANGE_MANIFEST_v0.5.0_drop4a6.md,DOC,ARCHIVE_CANDIDATE,Historical change manifest at repository root; useful history but noisy active surface.,1206,.md,,
CHANGE_MANIFEST_v0.5.0_drop4b1.md,DOC,ARCHIVE_CANDIDATE,Historical change manifest at repository root; useful history but noisy active surface.,1387,.md,,
CHANGE_MANIFEST_v0.5.0_drop4b2.md,DOC,ARCHIVE_CANDIDATE,Historical change manifest at repository root; useful history but noisy active surface.,1310,.md,,
CHANGE_MANIFEST_v0.5.0_drop4b2a.md,DOC,ARCHIVE_CANDIDATE,Historical change manifest at repository root; useful history but noisy active surface.,1403,.md,,
CHANGE_MANIFEST_v0.5.0_drop4b2b.md,DOC,ARCHIVE_CANDIDATE,Historical change manifest at repository root; useful history but noisy active surface.,655,.md,,
CHANGE_MANIFEST_v0.5.0_drop4b2c.md,DOC,ARCHIVE_CANDIDATE,Historical change manifest at repository root; useful history but noisy active surface.,861,.md,,
CHANGE_MANIFEST_v0.5.0_drop4c1.md,DOC,ARCHIVE_CANDIDATE,Historical change manifest at repository root; useful history but noisy active surface.,1946,.md,,
CHANGE_MANIFEST_v0.5.0_drop4c2.md,DOC,ARCHIVE_CANDIDATE,Historical change manifest at repository root; useful history but noisy active surface.,2742,.md,,
CHANGE_MANIFEST_v0.5.0_drop4c3.md,DOC,ARCHIVE_CANDIDATE,Historical change manifest at repository root; useful history but noisy active surface.,2757,.md,,
CHANGE_MANIFEST_v0.5.0_drop4d1.md,DOC,ARCHIVE_CANDIDATE,Historical change manifest at repository root; useful history but noisy active surface.,2257,.md,,
CHANGE_MANIFEST_v0.5.0_drop4d2a.md,DOC,ARCHIVE_CANDIDATE,Historical change manifest at repository root; useful history but noisy active surface.,1390,.md,,
CHANGE_MANIFEST_v0.5.0_drop4d2b.md,DOC,ARCHIVE_CANDIDATE,Historical change manifest at repository root; useful history but noisy active surface.,803,.md,,
CHANGE_MANIFEST_v0.5.0_drop4d2d.md,DOC,ARCHIVE_CANDIDATE,Historical change manifest at repository root; useful history but noisy active surface.,255,.md,,
CHANGE_MANIFEST_v0.5.0_drop4d2d_engine_explainability_hotfix.md,DOC,ARCHIVE_CANDIDATE,Historical change manifest at repository root; useful history but noisy active surface.,768,.md,,
CHANGE_MANIFEST_v0.5.0_drop4d2d_hotfix.md,DOC,ARCHIVE_CANDIDATE,Historical change manifest at repository root; useful history but noisy active surface.,207,.md,,
CHANGE_MANIFEST_v0.5.0_drop4d2d_version_import_resilience.md,DOC,ARCHIVE_CANDIDATE,Historical change manifest at repository root; useful history but noisy active surface.,871,.md,,
CHANGE_MANIFEST_v0.5.0_drop4d2d_version_resilience.md,DOC,ARCHIVE_CANDIDATE,Historical change manifest at repository root; useful history but noisy active surface.,783,.md,,
CHANGE_MANIFEST_v0.5.0_drop4d3d.md,DOC,ARCHIVE_CANDIDATE,Historical change manifest at repository root; useful history but noisy active surface.,593,.md,,
CHANGE_MANIFEST_v0.5.0_drop4d3f.md,DOC,ARCHIVE_CANDIDATE,Historical change manifest at repository root; useful history but noisy active surface.,495,.md,,
CHANGE_MANIFEST_v0.5.0_drop4d3f_explainability_hydration.md,DOC,ARCHIVE_CANDIDATE,Historical change manifest at repository root; useful history but noisy active surface.,875,.md,,
CHANGE_MANIFEST_v0.5.0_drop4d4_historical_intelligence.md,DOC,ARCHIVE_CANDIDATE,Historical change manifest at repository root; useful history but noisy active surface.,602,.md,,
CHANGE_MANIFEST_v0.5.0_drop4d4b.md,DOC,ARCHIVE_CANDIDATE,Historical change manifest at repository root; useful history but noisy active surface.,752,.md,,
CHANGE_MANIFEST_v0.5.0_drop4d4b_fix3.md,DOC,ARCHIVE_CANDIDATE,Historical change manifest at repository root; useful history but noisy active surface.,319,.md,,
CHANGE_MANIFEST_v0.5.0_drop4d4c.md,DOC,ARCHIVE_CANDIDATE,Historical change manifest at repository root; useful history but noisy active surface.,1280,.md,,
CHANGE_MANIFEST_v0.5.0_drop4e0_rule_citation_bridge.md,DOC,ARCHIVE_CANDIDATE,Historical change manifest at repository root; useful history but noisy active surface.,1764,.md,,
CHANGE_MANIFEST_v0.5.0_drop4e1.md,DOC,ARCHIVE_CANDIDATE,Historical change manifest at repository root; useful history but noisy active surface.,51,.md,,
CHANGE_MANIFEST_v0.5.0_drop4e10_scout_normalizer_recovery.md,DOC,ARCHIVE_CANDIDATE,Historical change manifest at repository root; useful history but noisy active surface.,1066,.md,,
CHANGE_MANIFEST_v0.5.0_drop4e11_scout_provider_visibility_league_routing.md,DOC,ARCHIVE_CANDIDATE,Historical change manifest at repository root; useful history but noisy active surface.,830,.md,,
CHANGE_MANIFEST_v0.5.0_drop4e12_scout_js_runtime_cleanup.md,DOC,ARCHIVE_CANDIDATE,Historical change manifest at repository root; useful history but noisy active surface.,1063,.md,,
CHANGE_MANIFEST_v0.5.0_drop4e13_canonical_runtime_source_path.md,DOC,ARCHIVE_CANDIDATE,Historical change manifest at repository root; useful history but noisy active surface.,1411,.md,,
CHANGE_MANIFEST_v0.5.0_drop4e14_scout_fantasy_routing_ux.md,DOC,ARCHIVE_CANDIDATE,Historical change manifest at repository root; useful history but noisy active surface.,1188,.md,,
CHANGE_MANIFEST_v0.5.0_drop4e15_runtime_dedupe_router_fix.md,DOC,ARCHIVE_CANDIDATE,Historical change manifest at repository root; useful history but noisy active surface.,1081,.md,,
CHANGE_MANIFEST_v0.5.0_drop4e16_secret_fuzzy_league_depth.md,DOC,ARCHIVE_CANDIDATE,Historical change manifest at repository root; useful history but noisy active surface.,1737,.md,,
CHANGE_MANIFEST_v0.5.0_drop4e17_pif1_build001.md,DOC,ARCHIVE_CANDIDATE,Historical change manifest at repository root; useful history but noisy active surface.,1214,.md,,
CHANGE_MANIFEST_v0.5.0_drop4e18_athena_studio_alpha.md,DOC,ARCHIVE_CANDIDATE,Historical change manifest at repository root; useful history but noisy active surface.,818,.md,,
CHANGE_MANIFEST_v0.5.0_drop4e19_athena_studio_hotfix.md,DOC,ARCHIVE_CANDIDATE,Historical change manifest at repository root; useful history but noisy active surface.,392,.md,,
CHANGE_MANIFEST_v0.5.0_drop4e20_athena_studio_dashboard.md,DOC,ARCHIVE_CANDIDATE,Historical change manifest at repository root; useful history but noisy active surface.,583,.md,,
CHANGE_MANIFEST_v0.5.0_drop4e21_athena_studio_pif_inspector.md,DOC,ARCHIVE_CANDIDATE,Historical change manifest at repository root; useful history but noisy active surface.,617,.md,,
CHANGE_MANIFEST_v0.5.0_drop4e22a_runtime_cleanup.md,DOC,ARCHIVE_CANDIDATE,Historical change manifest at repository root; useful history but noisy active surface.,1109,.md,,
CHANGE_MANIFEST_v0.5.0_drop4e23_studio_phase1_command_center.md,DOC,ARCHIVE_CANDIDATE,Historical change manifest at repository root; useful history but noisy active surface.,1178,.md,,
CHANGE_MANIFEST_v0.5.0_drop4e24_studio_phase2_pif_build002.md,DOC,ARCHIVE_CANDIDATE,Historical change manifest at repository root; useful history but noisy active surface.,1908,.md,,
CHANGE_MANIFEST_v0.5.0_drop4e25_studio_validator_version_resilience.md,DOC,ARCHIVE_CANDIDATE,Historical change manifest at repository root; useful history but noisy active surface.,811,.md,,
CHANGE_MANIFEST_v0.5.0_drop4e26_scout_ux_cleanup.md,DOC,ARCHIVE_CANDIDATE,Historical change manifest at repository root; useful history but noisy active surface.,774,.md,,
CHANGE_MANIFEST_v0.5.0_drop4e27_studio_reload_current_build.md,DOC,ARCHIVE_CANDIDATE,Historical change manifest at repository root; useful history but noisy active surface.,1324,.md,,
CHANGE_MANIFEST_v0.5.0_drop4e28_pif_build003_public_profiles.md,DOC,ARCHIVE_CANDIDATE,Historical change manifest at repository root; useful history but noisy active surface.,1584,.md,,
